filename,bag,source_frame_index,relative_time_seconds,bag_timestamp_ns,width,height
rosbag2_2026_07_23-14_38_52__s0188__f000779__t047005ms.jpg,rosbag2_2026_07_23-14_38_52,779,47.005,1784785179537005389,210,311
rosbag2_2026_07_23-14_38_52__s0189__f000783__t047237ms.jpg,rosbag2_2026_07_23-14_38_52,783,47.237,1784785179768989572,210,311
rosbag2_2026_07_23-14_38_52__s0190__f000787__t047504ms.jpg,rosbag2_2026_07_23-14_38_52,787,47.504,1784785180036820074,210,311
rosbag2_2026_07_23-14_38_52__s0191__f000791__t047769ms.jpg,rosbag2_2026_07_23-14_38_52,791,47.769,1784785180301020947,210,311
rosbag2_2026_07_23-14_38_52__s0192__f000794__t047969ms.jpg,rosbag2_2026_07_23-14_38_52,794,47.969,1784785180501005263,210,311
rosbag2_2026_07_23-14_38_52__s0193__f000798__t048236ms.jpg,rosbag2_2026_07_23-14_38_52,798,48.236,1784785180768489148,210,311
rosbag2_2026_07_23-14_38_52__s0194__f000802__t048505ms.jpg,rosbag2_2026_07_23-14_38_52,802,48.505,1784785181037149614,210,311
rosbag2_2026_07_23-14_38_52__s0195__f000806__t048768ms.jpg,rosbag2_2026_07_23-14_38_52,806,48.768,1784785181300774019,210,311
rosbag2_2026_07_23-14_38_52__s0196__f000809__t048969ms.jpg,rosbag2_2026_07_23-14_38_52,809,48.969,1784785181501251467,210,311
rosbag2_2026_07_23-14_38_52__s0197__f000813__t049234ms.jpg,rosbag2_2026_07_23-14_38_52,813,49.234,1784785181766316545,210,311
rosbag2_2026_07_23-14_38_52__s0198__f000817__t049504ms.jpg,rosbag2_2026_07_23-14_38_52,817,49.504,1784785182036914222,210,311
rosbag2_2026_07_23-14_38_52__s0199__f000821__t049766ms.jpg,rosbag2_2026_07_23-14_38_52,821,49.766,1784785182298369723,210,311
rosbag2_2026_07_23-14_38_52__s0200__f000826__t050004ms.jpg,rosbag2_2026_07_23-14_38_52,826,50.004,1784785182536903158,210,311
rosbag2_2026_07_23-14_38_52__s0201__f000831__t050236ms.jpg,rosbag2_2026_07_23-14_38_52,831,50.236,1784785182768733613,210,311
rosbag2_2026_07_23-14_38_52__s0202__f000835__t050504ms.jpg,rosbag2_2026_07_23-14_38_52,835,50.504,1784785183036680966,210,311
rosbag2_2026_07_23-14_38_52__s0203__f000839__t050768ms.jpg,rosbag2_2026_07_23-14_38_52,839,50.768,1784785183300265434,210,311
rosbag2_2026_07_23-14_38_52__s0204__f000842__t050969ms.jpg,rosbag2_2026_07_23-14_38_52,842,50.969,1784785183500976049,210,311
rosbag2_2026_07_23-14_38_52__s0205__f000846__t051236ms.jpg,rosbag2_2026_07_23-14_38_52,846,51.236,1784785183768824020,210,311
rosbag2_2026_07_23-14_38_52__s0206__f000850__t051504ms.jpg,rosbag2_2026_07_23-14_38_52,850,51.504,1784785184036731038,210,311
rosbag2_2026_07_23-14_38_52__s0207__f000854__t051769ms.jpg,rosbag2_2026_07_23-14_38_52,854,51.769,1784785184301324867,210,311
rosbag2_2026_07_23-14_38_52__s0208__f000857__t051968ms.jpg,rosbag2_2026_07_23-14_38_52,857,51.968,1784785184500945829,210,311
rosbag2_2026_07_23-14_38_52__s0209__f000861__t052236ms.jpg,rosbag2_2026_07_23-14_38_52,861,52.236,1784785184768879722,210,311
rosbag2_2026_07_23-14_38_52__s0210__f000865__t052502ms.jpg,rosbag2_2026_07_23-14_38_52,865,52.502,1784785185034314913,210,311
rosbag2_2026_07_23-14_38_52__s0211__f000869__t052768ms.jpg,rosbag2_2026_07_23-14_38_52,869,52.768,1784785185300672830,210,311
rosbag2_2026_07_23-14_38_52__s0212__f000872__t052969ms.jpg,rosbag2_2026_07_23-14_38_52,872,52.969,1784785185501643979,210,311
rosbag2_2026_07_23-14_38_52__s0213__f000876__t053236ms.jpg,rosbag2_2026_07_23-14_38_52,876,53.236,1784785185768660347,210,311
rosbag2_2026_07_23-14_38_52__s0214__f000884__t053504ms.jpg,rosbag2_2026_07_23-14_38_52,884,53.504,1784785186036750790,210,311
rosbag2_2026_07_23-14_38_52__s0215__f000889__t053764ms.jpg,rosbag2_2026_07_23-14_38_52,889,53.764,1784785186296791579,210,311
rosbag2_2026_07_23-14_38_52__s0216__f000893__t054000ms.jpg,rosbag2_2026_07_23-14_38_52,893,54.000,1784785186532297549,210,311
rosbag2_2026_07_23-14_38_52__s0217__f000897__t054267ms.jpg,rosbag2_2026_07_23-14_38_52,897,54.267,1784785186799914465,210,311
rosbag2_2026_07_23-14_38_52__s0218__f000901__t054530ms.jpg,rosbag2_2026_07_23-14_38_52,901,54.530,1784785187062520923,210,311
rosbag2_2026_07_23-14_38_52__s0219__f000904__t054732ms.jpg,rosbag2_2026_07_23-14_38_52,904,54.732,1784785187264528616,210,311
rosbag2_2026_07_23-14_38_52__s0220__f000908__t055004ms.jpg,rosbag2_2026_07_23-14_38_52,908,55.004,1784785187536366132,210,311
rosbag2_2026_07_23-14_38_52__s0221__f000912__t055267ms.jpg,rosbag2_2026_07_23-14_38_52,912,55.267,1784785187799656104,210,311
rosbag2_2026_07_23-14_38_52__s0222__f000915__t055469ms.jpg,rosbag2_2026_07_23-14_38_52,915,55.469,1784785188001281255,210,311
rosbag2_2026_07_23-14_38_52__s0223__f000919__t055734ms.jpg,rosbag2_2026_07_23-14_38_52,919,55.734,1784785188266034587,210,311
rosbag2_2026_07_23-14_38_52__s0224__f000923__t056003ms.jpg,rosbag2_2026_07_23-14_38_52,923,56.003,1784785188535945413,210,311
rosbag2_2026_07_23-14_38_52__s0225__f000927__t056265ms.jpg,rosbag2_2026_07_23-14_38_52,927,56.265,1784785188797294943,210,311
rosbag2_2026_07_23-14_38_52__s0226__f000932__t056505ms.jpg,rosbag2_2026_07_23-14_38_52,932,56.505,1784785189037398750,210,311
rosbag2_2026_07_23-14_38_52__s0227__f000938__t056737ms.jpg,rosbag2_2026_07_23-14_38_52,938,56.737,1784785189269336264,210,311
rosbag2_2026_07_23-14_38_52__s0228__f000944__t056968ms.jpg,rosbag2_2026_07_23-14_38_52,944,56.968,1784785189500690572,210,311
rosbag2_2026_07_23-14_38_52__s0229__f000948__t057237ms.jpg,rosbag2_2026_07_23-14_38_52,948,57.237,1784785189769726106,210,311
rosbag2_2026_07_23-14_38_52__s0230__f000952__t057504ms.jpg,rosbag2_2026_07_23-14_38_52,952,57.504,1784785190036812839,210,311
rosbag2_2026_07_23-14_38_52__s0231__f000956__t057768ms.jpg,rosbag2_2026_07_23-14_38_52,956,57.768,1784785190300880345,210,311
rosbag2_2026_07_23-14_38_52__s0232__f000959__t057968ms.jpg,rosbag2_2026_07_23-14_38_52,959,57.968,1784785190500806190,210,311
rosbag2_2026_07_23-14_38_52__s0233__f000963__t058236ms.jpg,rosbag2_2026_07_23-14_38_52,963,58.236,1784785190768810910,210,311
rosbag2_2026_07_23-14_38_52__s0234__f000967__t058504ms.jpg,rosbag2_2026_07_23-14_38_52,967,58.504,1784785191036868017,210,311
rosbag2_2026_07_23-14_38_52__s0235__f000971__t058768ms.jpg,rosbag2_2026_07_23-14_38_52,971,58.768,1784785191300793630,210,311
rosbag2_2026_07_23-14_38_52__s0236__f000974__t058968ms.jpg,rosbag2_2026_07_23-14_38_52,974,58.968,1784785191500784618,210,311
rosbag2_2026_07_23-14_38_52__s0237__f000978__t059235ms.jpg,rosbag2_2026_07_23-14_38_52,978,59.235,1784785191767956099,210,311
rosbag2_2026_07_23-14_38_52__s0238__f000982__t059504ms.jpg,rosbag2_2026_07_23-14_38_52,982,59.504,1784785192036836003,210,311
rosbag2_2026_07_23-14_38_52__s0239__f000986__t059736ms.jpg,rosbag2_2026_07_23-14_38_52,986,59.736,1784785192268193306,210,311
rosbag2_2026_07_23-14_38_52__s0240__f000994__t060004ms.jpg,rosbag2_2026_07_23-14_38_52,994,60.004,1784785192536800277,210,311
rosbag2_2026_07_23-14_38_52__s0241__f000997__t060236ms.jpg,rosbag2_2026_07_23-14_38_52,997,60.236,1784785192768174802,210,311
rosbag2_2026_07_23-14_38_52__s0242__f001001__t060504ms.jpg,rosbag2_2026_07_23-14_38_52,1001,60.504,1784785193036742580,210,311
rosbag2_2026_07_23-14_38_52__s0243__f001005__t060768ms.jpg,rosbag2_2026_07_23-14_38_52,1005,60.768,1784785193300775499,210,311
rosbag2_2026_07_23-14_38_52__s0244__f001008__t060968ms.jpg,rosbag2_2026_07_23-14_38_52,1008,60.968,1784785193500628085,210,311
rosbag2_2026_07_23-14_38_52__s0245__f001012__t061236ms.jpg,rosbag2_2026_07_23-14_38_52,1012,61.236,1784785193768063211,210,311
rosbag2_2026_07_23-14_38_52__s0246__f001016__t061504ms.jpg,rosbag2_2026_07_23-14_38_52,1016,61.504,1784785194036758270,210,311
rosbag2_2026_07_23-14_38_52__s0247__f001020__t061768ms.jpg,rosbag2_2026_07_23-14_38_52,1020,61.768,1784785194300447014,210,311
rosbag2_2026_07_23-14_38_52__s0248__f001023__t061968ms.jpg,rosbag2_2026_07_23-14_38_52,1023,61.968,1784785194500741628,210,311
rosbag2_2026_07_23-14_38_52__s0249__f001027__t062233ms.jpg,rosbag2_2026_07_23-14_38_52,1027,62.233,1784785194765734712,210,311
rosbag2_2026_07_23-14_38_52__s0250__f001031__t062504ms.jpg,rosbag2_2026_07_23-14_38_52,1031,62.504,1784785195036744557,210,311
rosbag2_2026_07_23-14_38_52__s0251__f001035__t062767ms.jpg,rosbag2_2026_07_23-14_38_52,1035,62.767,1784785195299115604,210,311
rosbag2_2026_07_23-14_38_52__s0252__f001038__t062968ms.jpg,rosbag2_2026_07_23-14_38_52,1038,62.968,1784785195500469358,210,311
rosbag2_2026_07_23-14_38_52__s0253__f001042__t063232ms.jpg,rosbag2_2026_07_23-14_38_52,1042,63.232,1784785195764361237,210,311
rosbag2_2026_07_23-14_38_52__s0254__f001049__t063504ms.jpg,rosbag2_2026_07_23-14_38_52,1049,63.504,1784785196036608104,210,311
rosbag2_2026_07_23-14_38_52__s0255__f001052__t063735ms.jpg,rosbag2_2026_07_23-14_38_52,1052,63.735,1784785196267004107,210,311
rosbag2_2026_07_23-14_38_52__s0256__f001056__t064001ms.jpg,rosbag2_2026_07_23-14_38_52,1056,64.001,1784785196533725035,210,311
rosbag2_2026_07_23-14_38_52__s0257__f001060__t064268ms.jpg,rosbag2_2026_07_23-14_38_52,1060,64.268,1784785196800477364,210,311
rosbag2_2026_07_23-14_38_52__s0258__f001063__t064468ms.jpg,rosbag2_2026_07_23-14_38_52,1063,64.468,1784785197000572111,210,311
rosbag2_2026_07_23-14_38_52__s0259__f001067__t064736ms.jpg,rosbag2_2026_07_23-14_38_52,1067,64.736,1784785197268446557,210,311
rosbag2_2026_07_23-14_38_52__s0260__f001071__t065000ms.jpg,rosbag2_2026_07_23-14_38_52,1071,65.000,1784785197532395668,210,311
rosbag2_2026_07_23-14_38_52__s0261__f001075__t065267ms.jpg,rosbag2_2026_07_23-14_38_52,1075,65.267,1784785197799375392,210,311
rosbag2_2026_07_23-14_38_52__s0262__f001078__t065466ms.jpg,rosbag2_2026_07_23-14_38_52,1078,65.466,1784785197998083126,210,311
rosbag2_2026_07_23-14_38_52__s0263__f001082__t065736ms.jpg,rosbag2_2026_07_23-14_38_52,1082,65.736,1784785198268414695,210,311
rosbag2_2026_07_23-14_38_52__s0264__f001086__t065997ms.jpg,rosbag2_2026_07_23-14_38_52,1086,65.997,1784785198529255070,210,311
rosbag2_2026_07_23-14_38_52__s0265__f001090__t066268ms.jpg,rosbag2_2026_07_23-14_38_52,1090,66.268,1784785198800177599,210,311
rosbag2_2026_07_23-14_38_52__s0266__f001093__t066468ms.jpg,rosbag2_2026_07_23-14_38_52,1093,66.468,1784785199000276695,210,311
rosbag2_2026_07_23-14_38_52__s0267__f001098__t066736ms.jpg,rosbag2_2026_07_23-14_38_52,1098,66.736,1784785199268120555,210,311
rosbag2_2026_07_23-14_38_52__s0268__f001104__t067000ms.jpg,rosbag2_2026_07_23-14_38_52,1104,67.000,1784785199532535414,210,311
rosbag2_2026_07_23-14_38_52__s0269__f001109__t067268ms.jpg,rosbag2_2026_07_23-14_38_52,1109,67.268,1784785199800189477,210,311
rosbag2_2026_07_23-14_38_52__s0270__f001112__t067468ms.jpg,rosbag2_2026_07_23-14_38_52,1112,67.468,1784785200000696835,210,311
rosbag2_2026_07_23-14_38_52__s0271__f001116__t067736ms.jpg,rosbag2_2026_07_23-14_38_52,1116,67.736,1784785200268130025,210,311
rosbag2_2026_07_23-14_38_52__s0272__f001120__t068000ms.jpg,rosbag2_2026_07_23-14_38_52,1120,68.000,1784785200532237549,210,311
rosbag2_2026_07_23-14_38_52__s0273__f001124__t068266ms.jpg,rosbag2_2026_07_23-14_38_52,1124,68.266,1784785200798943785,210,311
rosbag2_2026_07_23-14_38_52__s0274__f001127__t068468ms.jpg,rosbag2_2026_07_23-14_38_52,1127,68.468,1784785201000614046,210,311
rosbag2_2026_07_23-14_38_52__s0275__f001131__t068730ms.jpg,rosbag2_2026_07_23-14_38_52,1131,68.730,1784785201262076874,210,311
rosbag2_2026_07_23-14_38_52__s0276__f001135__t069000ms.jpg,rosbag2_2026_07_23-14_38_52,1135,69.000,1784785201532292054,210,311
rosbag2_2026_07_23-14_38_52__s0277__f001139__t069265ms.jpg,rosbag2_2026_07_23-14_38_52,1139,69.265,1784785201797008221,210,311
rosbag2_2026_07_23-14_38_52__s0278__f001143__t069531ms.jpg,rosbag2_2026_07_23-14_38_52,1143,69.531,1784785202063721254,210,311
rosbag2_2026_07_23-14_38_52__s0279__f001146__t069730ms.jpg,rosbag2_2026_07_23-14_38_52,1146,69.730,1784785202262660277,210,311
rosbag2_2026_07_23-14_38_52__s0280__f001150__t069999ms.jpg,rosbag2_2026_07_23-14_38_52,1150,69.999,1784785202531832355,210,311
rosbag2_2026_07_23-14_38_52__s0281__f001156__t070263ms.jpg,rosbag2_2026_07_23-14_38_52,1156,70.263,1784785202795796729,210,311
rosbag2_2026_07_23-14_38_52__s0282__f001160__t070499ms.jpg,rosbag2_2026_07_23-14_38_52,1160,70.499,1784785203031298167,210,311
rosbag2_2026_07_23-14_38_52__s0283__f001164__t070767ms.jpg,rosbag2_2026_07_23-14_38_52,1164,70.767,1784785203299949173,210,311
rosbag2_2026_07_23-14_38_52__s0284__f001168__t071032ms.jpg,rosbag2_2026_07_23-14_38_52,1168,71.032,1784785203564287468,210,311
rosbag2_2026_07_23-14_38_52__s0285__f001171__t071232ms.jpg,rosbag2_2026_07_23-14_38_52,1171,71.232,1784785203764006340,210,311
rosbag2_2026_07_23-14_38_52__s0286__f001175__t071499ms.jpg,rosbag2_2026_07_23-14_38_52,1175,71.499,1784785204031838168,210,311
rosbag2_2026_07_23-14_38_52__s0287__f001179__t071764ms.jpg,rosbag2_2026_07_23-14_38_52,1179,71.764,1784785204296323548,210,311
rosbag2_2026_07_23-14_38_52__s0288__f001183__t072032ms.jpg,rosbag2_2026_07_23-14_38_52,1183,72.032,1784785204563977062,210,311
rosbag2_2026_07_23-14_38_52__s0289__f001186__t072232ms.jpg,rosbag2_2026_07_23-14_38_52,1186,72.232,1784785204764129505,210,311
rosbag2_2026_07_23-14_38_52__s0290__f001190__t072497ms.jpg,rosbag2_2026_07_23-14_38_52,1190,72.497,1784785205029313364,210,311
rosbag2_2026_07_23-14_38_52__s0291__f001194__t072768ms.jpg,rosbag2_2026_07_23-14_38_52,1194,72.768,1784785205300046971,210,311
rosbag2_2026_07_23-14_38_52__s0292__f001198__t073029ms.jpg,rosbag2_2026_07_23-14_38_52,1198,73.029,1784785205561861211,210,311
rosbag2_2026_07_23-14_38_52__s0293__f001201__t073232ms.jpg,rosbag2_2026_07_23-14_38_52,1201,73.232,1784785205763968171,210,311
rosbag2_2026_07_23-14_38_52__s0294__f001206__t073500ms.jpg,rosbag2_2026_07_23-14_38_52,1206,73.500,1784785206032058450,210,311
rosbag2_2026_07_23-14_38_52__s0295__f001212__t073763ms.jpg,rosbag2_2026_07_23-14_38_52,1212,73.763,1784785206295395748,210,311
rosbag2_2026_07_23-14_38_52__s0296__f001216__t074031ms.jpg,rosbag2_2026_07_23-14_38_52,1216,74.031,1784785206563945824,210,311
rosbag2_2026_07_23-14_38_52__s0297__f001219__t074232ms.jpg,rosbag2_2026_07_23-14_38_52,1219,74.232,1784785206764551935,210,311
rosbag2_2026_07_23-14_38_52__s0298__f001223__t074500ms.jpg,rosbag2_2026_07_23-14_38_52,1223,74.500,1784785207032097964,210,311
rosbag2_2026_07_23-14_38_52__s0299__f001227__t074768ms.jpg,rosbag2_2026_07_23-14_38_52,1227,74.768,1784785207300096407,210,311
rosbag2_2026_07_23-14_38_52__s0300__f001231__t075032ms.jpg,rosbag2_2026_07_23-14_38_52,1231,75.032,1784785207564330895,210,311
rosbag2_2026_07_23-14_38_52__s0301__f001234__t075233ms.jpg,rosbag2_2026_07_23-14_38_52,1234,75.233,1784785207765053210,210,311
rosbag2_2026_07_23-14_38_52__s0302__f001238__t075500ms.jpg,rosbag2_2026_07_23-14_38_52,1238,75.500,1784785208031975440,210,311
rosbag2_2026_07_23-14_38_52__s0303__f001242__t075768ms.jpg,rosbag2_2026_07_23-14_38_52,1242,75.768,1784785208300043393,210,311
rosbag2_2026_07_23-14_38_52__s0304__f001246__t076031ms.jpg,rosbag2_2026_07_23-14_38_52,1246,76.031,1784785208563799593,210,311
rosbag2_2026_07_23-14_38_52__s0305__f001249__t076231ms.jpg,rosbag2_2026_07_23-14_38_52,1249,76.231,1784785208763874340,210,311
rosbag2_2026_07_23-14_38_52__s0306__f001253__t076499ms.jpg,rosbag2_2026_07_23-14_38_52,1253,76.499,1784785209031954609,210,311
rosbag2_2026_07_23-14_38_52__s0307__f001260__t076768ms.jpg,rosbag2_2026_07_23-14_38_52,1260,76.768,1784785209300009432,210,311
rosbag2_2026_07_23-14_38_52__s0308__f001266__t077032ms.jpg,rosbag2_2026_07_23-14_38_52,1266,77.032,1784785209564383269,210,311
rosbag2_2026_07_23-14_38_52__s0309__f001269__t077232ms.jpg,rosbag2_2026_07_23-14_38_52,1269,77.232,1784785209764008667,210,311
rosbag2_2026_07_23-14_38_52__s0310__f001273__t077500ms.jpg,rosbag2_2026_07_23-14_38_52,1273,77.500,1784785210032015304,210,311
rosbag2_2026_07_23-14_38_52__s0311__f001277__t077767ms.jpg,rosbag2_2026_07_23-14_38_52,1277,77.767,1784785210299918740,210,311
rosbag2_2026_07_23-14_38_52__s0312__f001281__t078031ms.jpg,rosbag2_2026_07_23-14_38_52,1281,78.031,1784785210563886848,210,311
rosbag2_2026_07_23-14_38_52__s0313__f001284__t078227ms.jpg,rosbag2_2026_07_23-14_38_52,1284,78.227,1784785210759337545,210,311
rosbag2_2026_07_23-14_38_52__s0314__f001288__t078500ms.jpg,rosbag2_2026_07_23-14_38_52,1288,78.500,1784785211032513941,210,311
rosbag2_2026_07_23-14_38_52__s0315__f001292__t078768ms.jpg,rosbag2_2026_07_23-14_38_52,1292,78.768,1784785211300371631,210,311
rosbag2_2026_07_23-14_38_52__s0316__f001296__t079032ms.jpg,rosbag2_2026_07_23-14_38_52,1296,79.032,1784785211564136969,210,311
rosbag2_2026_07_23-14_38_52__s0317__f001299__t079232ms.jpg,rosbag2_2026_07_23-14_38_52,1299,79.232,1784785211763959543,210,311
rosbag2_2026_07_23-14_38_52__s0318__f001303__t079498ms.jpg,rosbag2_2026_07_23-14_38_52,1303,79.498,1784785212030138421,210,311
rosbag2_2026_07_23-14_38_52__s0319__f001307__t079768ms.jpg,rosbag2_2026_07_23-14_38_52,1307,79.768,1784785212300360214,210,311
rosbag2_2026_07_23-14_38_52__s0320__f001314__t079999ms.jpg,rosbag2_2026_07_23-14_38_52,1314,79.999,1784785212531888120,210,311
rosbag2_2026_07_23-14_38_52__s0321__f001321__t080267ms.jpg,rosbag2_2026_07_23-14_38_52,1321,80.267,1784785212799039854,210,311
rosbag2_2026_07_23-14_38_52__s0322__f001325__t080499ms.jpg,rosbag2_2026_07_23-14_38_52,1325,80.499,1784785213031773911,210,311
rosbag2_2026_07_23-14_38_52__s0323__f001329__t080732ms.jpg,rosbag2_2026_07_23-14_38_52,1329,80.732,1784785213264326725,210,311
rosbag2_2026_07_23-14_38_52__s0324__f001333__t081001ms.jpg,rosbag2_2026_07_23-14_38_52,1333,81.001,1784785213533057770,210,311
rosbag2_2026_07_23-14_38_52__s0325__f001337__t081268ms.jpg,rosbag2_2026_07_23-14_38_52,1337,81.268,1784785213800084302,210,311
rosbag2_2026_07_23-14_38_52__s0326__f001340__t081468ms.jpg,rosbag2_2026_07_23-14_38_52,1340,81.468,1784785214000493274,210,311
rosbag2_2026_07_23-14_38_52__s0327__f001344__t081736ms.jpg,rosbag2_2026_07_23-14_38_52,1344,81.736,1784785214268291709,210,311
rosbag2_2026_07_23-14_38_52__s0328__f001348__t082000ms.jpg,rosbag2_2026_07_23-14_38_52,1348,82.000,1784785214532421507,210,311
rosbag2_2026_07_23-14_38_52__s0329__f001352__t082268ms.jpg,rosbag2_2026_07_23-14_38_52,1352,82.268,1784785214800123877,210,311
rosbag2_2026_07_23-14_38_52__s0330__f001355__t082468ms.jpg,rosbag2_2026_07_23-14_38_52,1355,82.468,1784785215000261827,210,311
rosbag2_2026_07_23-14_38_52__s0331__f001359__t082734ms.jpg,rosbag2_2026_07_23-14_38_52,1359,82.734,1784785215266884906,210,311
rosbag2_2026_07_23-14_38_52__s0332__f001365__t082972ms.jpg,rosbag2_2026_07_23-14_38_52,1365,82.972,1784785215504729837,210,311
rosbag2_2026_07_23-14_38_52__s0333__f001373__t083267ms.jpg,rosbag2_2026_07_23-14_38_52,1373,83.267,1784785215799908177,210,311
rosbag2_2026_07_23-14_38_52__s0334__f001378__t083467ms.jpg,rosbag2_2026_07_23-14_38_52,1378,83.467,1784785215999419224,210,311
rosbag2_2026_07_23-14_38_52__s0335__f001382__t083731ms.jpg,rosbag2_2026_07_23-14_38_52,1382,83.731,1784785216263619459,210,311
rosbag2_2026_07_23-14_38_52__s0336__f001386__t084004ms.jpg,rosbag2_2026_07_23-14_38_52,1386,84.004,1784785216536649136,210,311
rosbag2_2026_07_23-14_38_52__s0337__f001390__t084272ms.jpg,rosbag2_2026_07_23-14_38_52,1390,84.272,1784785216804667832,210,311
rosbag2_2026_07_23-14_38_52__s0338__f001393__t084471ms.jpg,rosbag2_2026_07_23-14_38_52,1393,84.471,1784785217003508157,210,311
rosbag2_2026_07_23-14_38_52__s0339__f001397__t084736ms.jpg,rosbag2_2026_07_23-14_38_52,1397,84.736,1784785217268611681,210,311
rosbag2_2026_07_23-14_38_52__s0340__f001401__t085004ms.jpg,rosbag2_2026_07_23-14_38_52,1401,85.004,1784785217536507904,210,311
rosbag2_2026_07_23-14_38_52__s0341__f001405__t085268ms.jpg,rosbag2_2026_07_23-14_38_52,1405,85.268,1784785217800830936,210,311
rosbag2_2026_07_23-14_38_52__s0342__f001408__t085467ms.jpg,rosbag2_2026_07_23-14_38_52,1408,85.467,1784785217999171798,210,311
rosbag2_2026_07_23-14_38_52__s0343__f001412__t085736ms.jpg,rosbag2_2026_07_23-14_38_52,1412,85.736,1784785218268651778,210,311
rosbag2_2026_07_23-14_38_52__s0344__f001416__t086002ms.jpg,rosbag2_2026_07_23-14_38_52,1416,86.002,1784785218534358580,210,311
rosbag2_2026_07_23-14_38_52__s0345__f001422__t086236ms.jpg,rosbag2_2026_07_23-14_38_52,1422,86.236,1784785218768424097,210,311
rosbag2_2026_07_23-14_38_52__s0346__f001428__t086504ms.jpg,rosbag2_2026_07_23-14_38_52,1428,86.504,1784785219036651036,210,311
rosbag2_2026_07_23-14_38_52__s0347__f001431__t086736ms.jpg,rosbag2_2026_07_23-14_38_52,1431,86.736,1784785219268121186,210,311
rosbag2_2026_07_23-14_38_52__s0348__f001435__t087004ms.jpg,rosbag2_2026_07_23-14_38_52,1435,87.004,1784785219535975922,210,311
rosbag2_2026_07_23-14_38_52__s0349__f001439__t087271ms.jpg,rosbag2_2026_07_23-14_38_52,1439,87.271,1784785219803602556,210,311
rosbag2_2026_07_23-14_38_52__s0350__f001442__t087469ms.jpg,rosbag2_2026_07_23-14_38_52,1442,87.469,1784785220001465936,210,311
rosbag2_2026_07_23-14_38_52__s0351__f001446__t087736ms.jpg,rosbag2_2026_07_23-14_38_52,1446,87.736,1784785220268839573,210,311
rosbag2_2026_07_23-14_38_52__s0352__f001450__t088004ms.jpg,rosbag2_2026_07_23-14_38_52,1450,88.004,1784785220536244167,210,311
rosbag2_2026_07_23-14_38_52__s0353__f001454__t088272ms.jpg,rosbag2_2026_07_23-14_38_52,1454,88.272,1784785220804602917,210,311
rosbag2_2026_07_23-14_38_52__s0354__f001457__t088473ms.jpg,rosbag2_2026_07_23-14_38_52,1457,88.473,1784785221005350050,210,311
rosbag2_2026_07_23-14_38_52__s0355__f001461__t088733ms.jpg,rosbag2_2026_07_23-14_38_52,1461,88.733,1784785221265241182,210,311
rosbag2_2026_07_23-14_38_52__s0356__f001465__t089003ms.jpg,rosbag2_2026_07_23-14_38_52,1465,89.003,1784785221535857115,210,311
rosbag2_2026_07_23-14_38_52__s0357__f001469__t089271ms.jpg,rosbag2_2026_07_23-14_38_52,1469,89.271,1784785221803930406,210,311
rosbag2_2026_07_23-14_38_52__s0358__f001476__t089503ms.jpg,rosbag2_2026_07_23-14_38_52,1476,89.503,1784785222035742038,210,311
rosbag2_2026_07_23-14_38_52__s0359__f001482__t089736ms.jpg,rosbag2_2026_07_23-14_38_52,1482,89.736,1784785222268204086,210,311
rosbag2_2026_07_23-14_38_52__s0360__f001487__t090035ms.jpg,rosbag2_2026_07_23-14_38_52,1487,90.035,1784785222567460231,210,311
rosbag2_2026_07_23-14_38_52__s0361__f001490__t090236ms.jpg,rosbag2_2026_07_23-14_38_52,1490,90.236,1784785222768436160,210,311
rosbag2_2026_07_23-14_38_52__s0362__f001494__t090504ms.jpg,rosbag2_2026_07_23-14_38_52,1494,90.504,1784785223036698534,210,311
rosbag2_2026_07_23-14_38_52__s0363__f001498__t090772ms.jpg,rosbag2_2026_07_23-14_38_52,1498,90.772,1784785223304799871,210,311
rosbag2_2026_07_23-14_38_52__s0364__f001501__t090972ms.jpg,rosbag2_2026_07_23-14_38_52,1501,90.972,1784785223504674044,210,311
rosbag2_2026_07_23-14_38_52__s0365__f001505__t091236ms.jpg,rosbag2_2026_07_23-14_38_52,1505,91.236,1784785223768606426,210,311
rosbag2_2026_07_23-14_38_52__s0366__f001509__t091503ms.jpg,rosbag2_2026_07_23-14_38_52,1509,91.503,1784785224035489961,210,311
rosbag2_2026_07_23-14_38_52__s0367__f001513__t091772ms.jpg,rosbag2_2026_07_23-14_38_52,1513,91.772,1784785224304583224,210,311
rosbag2_2026_07_23-14_38_52__s0368__f001516__t091971ms.jpg,rosbag2_2026_07_23-14_38_52,1516,91.971,1784785224503488899,210,311
rosbag2_2026_07_23-14_38_52__s0369__f001520__t092237ms.jpg,rosbag2_2026_07_23-14_38_52,1520,92.237,1784785224768957841,210,311
rosbag2_2026_07_23-14_38_52__s0370__f001524__t092502ms.jpg,rosbag2_2026_07_23-14_38_52,1524,92.502,1784785225033984724,210,311
rosbag2_2026_07_23-14_38_52__s0371__f001530__t092736ms.jpg,rosbag2_2026_07_23-14_38_52,1530,92.736,1784785225268430299,210,311
rosbag2_2026_07_23-14_38_52__s0372__f001536__t092972ms.jpg,rosbag2_2026_07_23-14_38_52,1536,92.972,1784785225504502687,210,311
rosbag2_2026_07_23-14_55_06__s0000__f000000__t000000ms.jpg,rosbag2_2026_07_23-14_55_06,0,0.000,1784786106080256295,210,311
